height,weight
169.711,51.569
179.002,57.459
170.905,62.726
171.804,61.528
176.635,60.765
183.113,66.668
176.284,56.493
169.937,58.27
164.54,57.352
171.991,53.276
172.683,59.478
171.173,59.013
169.157,56.141
167.729,50.339
181.167,68.376
180.068,62.757
175.998,56.015
184.166,61.345
168.636,59.668
178.37,67.495
179.35,58.808
171.278,51.524
170.408,64.728
176.594,60.361
164.595,55.959
176.537,59.497
174.984,62.833
177.36,55.071
168.137,61.133
172.081,48.914
169.012,55.495
171.015,63.686
165.129,51.383
174.901,52.151
170.73,57.487
174.815,55.303
173.699,53.315
171.69,50.925
172.27,50.163
172.292,61.023
168.45,56.404
170.167,45.376
169.872,55.523
173.709,63.21
168.849,55.95
174.128,62.257
172.305,59.546
178.802,67.197
171.678,57.785
165.761,48.804
169.521,54.156
175.1,61.578
168.801,58.741
172.227,62.665
166.504,50.372
167.874,49.702
171.46,62.863
173.02,53.407
170.792,53.652
169.015,63.184
180.396,63.479
173.552,48.442
177.697,55.791
173.548,59.005
175.577,57.573
168.962,63.971
169.027,48.256
174.841,61.261
176.452,52.655
162.175,48.586
171.117,56.736
168.824,57.418
172.725,56.528
169.051,59.03
172.555,58.474
180.58,61.767
182.644,57.673
168.808,52.347
168.368,55.567
171.719,54.889
169.949,55.892
170.025,62.56
174.597,64.357
175.841,63.775
171.458,53.521
173.67,52.997
165.223,60.787
171.812,58.374
169.387,57.982
175.065,50.108
173.479,66.718
176.541,56.361
181.135,69.805
173.833,62.84
170.534,53.553
181.992,58.884
165.328,49.219
167.473,55.045
175.507,59.707
170.855,55.403
163.545,53.311
169.323,55.794
175.568,58.074
172.723,54.595
167.679,60.076
175.422,69.674
166.022,52.003
174.159,54.75
165.01,50.197
172.839,52.941
174.14,63.603
175.237,53.459
168.993,52.943
166.48,45.144
168.581,55.781
171.069,59.696
171.145,48.652
173.664,56.754
176.361,63.536
174.839,57.304
173.612,59.851
177.114,57.308
169.594,53
174.242,51.37
169.611,52.009
170.001,49.367
175.47,62.332
175.418,55.571
168.773,54.733
178.751,63.334
163.888,53.32
171.662,67.773
178.59,63.157
179.07,62.463
168.912,51.298
166.005,53.014
172.221,58.752
167.812,62.431
174.033,56.702
162.864,51.059
170.082,55.611
172.635,53.456
170.267,64.901
177.859,55.563
173.296,63.393
175.072,49.834
170.144,61.844
169.171,57.385
181.343,60.642
172.375,61.798
175.596,57.478
172.406,53.361
174.653,60.177
171.114,52.556
165.508,61.42
179.199,57.047
168.668,54.852
169.76,61.733
170.843,54.406
177.815,60.595
178.14,62.555
170.306,57.663
170.534,52.998
173.726,64.853
170.856,62.608
179.592,63.674
164.628,53.063
171.785,61.072
162.535,59.085
172.447,54.593
166.933,53.869
171.052,56.265
182.296,64.952
166.418,46.237
170.816,54.528
173.383,61.046
172.435,60.488
177.456,68.623
174.495,56.644
178.214,60.374
164.869,52.022
177.789,61.913
168.373,56.452
180.888,69.725
171.255,58.933
174.578,57.463
172.05,58.949
173.125,62.064
176.852,65
173.095,63.159
171.853,50.395
164.23,52.433
181.403,69.032
170.177,46.107
178.761,62.618
168.953,65.665
170.637,57.108
172.81,58.688
161.272,45.68
171.418,61.465
175.216,58.946
173.957,51.791
173.822,54.228
169.739,53.439
174.218,61.882
173.277,57.313
174.728,63.088
169.141,59.998
166.95,58.866
176.404,47.918
170.359,54.511
167.796,50.06
162.903,55.278
167.258,55.125
174.802,63.569
172.769,59.026
168.078,58.936
175.788,60.336
175.499,58.043
176.543,62.208
175.971,62.983
177.351,69.116
176.113,65.848
176.91,59.555
175.074,61.16
172.716,54.528
169.68,59.432
164.318,52.727
176.507,60.372
173.483,51.653
167.133,49.893
177.534,57.878
173.803,55.463
176.533,59.304
176.003,65.108
172.077,63.651
172.845,53.141
176.74,58.122
170.144,59.986
177.957,68.571
172.606,46.7
177.09,61.264
172.135,56.886
181.616,60.831
169.907,52.615
177.266,65.756
175.72,44.115
176.662,64.113
169.59,56.255
179.55,54.093
171.314,50.263
178.915,69.256
176.242,60.474
170.827,59.586
179.102,67.021
172.903,48.575
169.73,55.883
184.902,54.188
169.679,49.736
173.737,59.302
168.994,61.237
168.127,50.107
180.008,66.056
170.273,53.488
178.625,62.032
161.365,50.533
166.077,57.016
171.741,57.404
177.433,71.309
162.612,49.097
164.276,50.811
170.786,53.595
165.393,49.222
168.165,54.351
177.041,57.238
179.006,54.269
174.363,57.337
171.052,54.089
166.692,54.665
170.09,55.517
173.329,53.916
176.235,57.286
168.937,50.878
168.583,53.77
182.761,59.978
179.903,61.646
176.924,58.542
172.657,62.497
171.873,59.605
177.216,64.045
173.651,60.756
174.768,53.704
170.499,52.704
173.012,61.924
170.926,59.356
179.594,50.782
165.327,59.381
180.697,57.713
179.223,68.175
173.924,59.276
175.237,66.847
179.742,58.36
177.209,59.387
166.996,53.782
170.149,65.206
163.608,50.991
170.686,56.878
170.197,62.032
171.822,60.141
171.457,64.644
171.908,63.075
187.495,63.461
163.8,60.875
164.048,54.807
169.131,51.736
174.642,58.381
172.319,57.834
175.333,58.634
178.412,55.61
168.884,57.479
176.464,59.905
168.036,59.948
168.917,62.397
181.787,67.097
171.332,54.259
167.586,55.513
173.651,66.639
171.806,64.408
173.871,61.082
171.808,59.761
165.948,61.183
181.905,63.596
177.711,65.592
178.611,60.431
172.834,60.73
179.637,63.786
173.973,61.97
172.568,53.237
169.358,56.67
168.49,54.5
173.823,59.587
167.807,58.317
173.43,65.829
180.683,63.378
167.405,50.37
168.514,60.722
165.99,49.581
169.609,56.898
178.206,56.835
164.785,49.315
168.653,55.325
178.294,61.052
165.478,53.571
175.605,61.082
174.416,67.914
174.21,54.589
174.094,59.486
175.37,54.692
172.189,65.828
179.185,58.408
172.421,60.001
169.174,56.974
166.024,40.231
176.988,62.674
174.185,57.912
168.207,57.866
174.097,53.128
172.211,60.442
174.344,63.62
172.598,59.542
172.048,50.431
171.733,52.517
179.56,64.003
173.399,58.881
167.361,61.101
185.446,70.711
171.897,61.053
169.634,61.389
173.555,54.81
179.665,60.287
176.367,57.989
177.681,50.683
173.69,49.183
169.443,64.261
178.437,61.115
171.757,53.563
171.658,55.973
167.606,50.272
174.714,55.134
174.297,58.423
170.887,60.084
165.981,50.295
177.193,64.896
177.522,56.729
175.356,61.755
171.519,57.248
176.347,60.378
175.903,55.634
170.708,54.978
172.745,63.342
183.785,59.298
165.566,62.286
170.652,56.567
172.131,55.554
176.975,58.044
172.834,50.054
178.738,59.099
163.62,56.257
169.823,63.585
178.315,60.004
170.254,58.877
175.945,65.378
171.268,53.658
179.176,60.274
163.91,56.063
173.349,56.937
167.603,58.798
169.826,48.064
167.95,63.113
171.051,59.107
171.772,54.343
170.252,56.387
171.271,57.122
170.177,58.079
175.937,61.716
171.903,55.207
173.964,50.875
175.654,61.02
176.652,57.73
171.207,48.308
167.996,48.874
161.589,53.13
165.507,49.941
172.933,54.835
172.562,56.331
171.522,58.054
175.194,54.914
161.254,54.854
168.054,53.232
164.664,44.184
168.731,54.187
173.825,53.895
168.964,62.446
174.62,55.047
167.572,60.043
170.264,45.303
174.211,63.965
168.471,57.322
185.006,70.395
178.812,61.055
172.867,56.939
165.465,52.097
175.637,57.035
163.209,55.832
161.929,53.091
182.948,67.4
166.762,58.376
170.724,53.814
175.538,55.9
163.959,40.784
177.418,54.62
179.43,57.177
170.238,57.436
167.771,56.608
171.096,64.863
171.801,58.658
172.101,59.483
175.305,63.245
169.713,54.512
173.041,58.006
176.268,65.33
172.77,48.582
180.69,63.701
169.978,50.117
174.04,56.075
171.436,60.822
171.945,61.488
179.035,60.056
163.772,45.92
175.464,62.627
171.708,59.758
173.537,44.932
174.594,47.354
167.2,49.289
171.691,58.527
177.361,59.898
175.877,59.838
169.775,54.97
176.621,54.407
168.592,55.302
167.82,56.79
164.122,50.987
173.788,54.873
176.694,52.292
176.254,63.745
173.826,55.728
170.32,57.537
172.192,58.912
182.75,65.321
176.879,58.754
183.087,64.817
173.888,53.112
166.278,63.134
170.873,48.039
173.198,59.345
170.896,54.188
162.335,50.895
171.988,60.104
183.244,63.312
173.368,61.524
171.546,60.393
174.256,54.904
171.685,50.56
165.606,51.679
158.519,49.947
179.274,55.674
174.981,61.09
174.617,53.995
168.4,53.653
169.311,60.759
169.038,56.668
171.975,56.117
177.173,57.021
172.012,51.756
176.186,61.399
168.765,52.443
170.677,54.167
168.743,51.93
165.309,53.198
178.999,69.714
171.861,48.871
171.453,51.2
175.038,59.613
171.812,59.405
174.008,63.175
170.735,60.597
167.353,51.197
177.49,53.609
178.741,62.633
174.42,63.283
174.503,60.094
177.294,64.209
180.11,67.976
165.544,53.57
168.19,53.89
176.825,61.374
177.483,69.905
166.592,60.303
167.851,52.305
179.025,61.605
172.315,51.165
173.919,61.744
169.652,58.307
174.109,56.422
164.596,51.675
169.169,48.142
170.714,55.145
169.511,52.031
168.994,50.189
174.48,59.904
173.204,63.957
162.372,54.962
176.741,53.28
180.31,63.506
179.74,64.284
165.168,57.144
169.931,57.986
175.849,59.268
167.877,65.108
176.515,62.929
172.847,63.575
171.435,59.656
174.88,63.789
173.327,56.945
173.695,52.567
175.143,51.477
171.834,56.86
168.161,50.687
175.101,60.934
172.212,57.576
165.772,55.209
172.954,59.081
174.395,52.449
172.251,54.567
165.609,60.549
167.246,47.707
171.159,64.003
172.539,56.401
168.348,54.379
179.702,54.84
177.742,66.695
170.712,56.88
170.98,57.402
178.411,66.83
175.243,60.847
174.228,59.44
172.679,62.297
178.717,67.698
175.031,56.964
169.869,55.791
169.664,55.566
167.975,48.515
183.703,57.28
174.018,58.976
174.74,58.017
179.093,66.878
170.722,56.575
171.216,63.604
171.085,61.394
173.698,58.796
182.674,63.752
173.814,54.912
172.153,63.243
175.238,53.039
168.18,58.711
172.056,56.1
178.578,58.602
173.049,53.469
177.453,57.926
173.909,58.54
179.901,59.033
179.154,56.781
169.38,51.902
172.651,56.007
170.757,50.519
176.995,61.297
169.154,57.205
167.894,58.159
172.366,50.057
172.748,56.699
171.663,59.665
171.49,58.564
174.082,57.652
166.446,52.619
170.227,52.385
182.125,58.93
171.267,53.968
171.215,62.798
179.357,59.859
181.361,60.578
162.791,46.846
174.191,63.657
178.932,63.079
174.724,62.143
173.169,58.298
170.834,54.216
176.751,60.83
166.699,53.265
178.224,67.503
169.171,56.739
169.763,62.508
172.072,51.687
170.217,47.815
174.811,58.492
168.991,55.115
164.995,56.933
168.645,48.251
175.651,65.897
171.175,62.437
168.813,49.066
167.743,53.377
178.781,62.071
166.769,43.007
171.032,55.17
175.977,57.907
178.34,61.938
163.445,51.362
176.07,63.287
180.806,62.431
169.41,47.475
177.662,58.599
168.948,62.8
162.941,52.818
177.617,56.572
169.495,62.266
174.04,63.528
171.003,61.707
162.69,47.289
173.115,54.133
172.001,53.575
169.429,58.956
171.238,58.467
174.659,60.136
172.338,53.227
170.862,59.271
173.887,56.863
170.749,52.486
169.862,58.36
169.542,49.527
176.389,57.014
166.271,48.584
174.427,56.75
177.434,58.566
175.57,55.391
175.803,59.067
170.247,60.188
171.949,59.076
177.967,69.932
176.179,62.385
175.477,56.139
173.276,57.604
174.269,57.23
169.04,52.067
174.548,53.578
174.208,55.494
175.484,54.537
169.809,44.611
174.15,59.477
169.489,52.911
169.507,59.759
174.38,53.632
167.927,54.371
169.443,57.413
171.299,69.083
175.914,54.659
174.637,58.981
180.2,62.886
172.153,61.889
168.269,47.771
159.13,59.035
171.248,58.664
163.697,50.791
172.437,48.821
179.172,64.433
178.602,58.969
172.249,60.543
164.111,48.459
174.646,57.593
179.515,64.152
164.572,56.121
170.745,56.502
169.549,60.472
177.56,63.477
182.785,61.266
166.191,58.701
169.167,54.692
168.737,60.586
168.506,47.272
177.723,63.424
181.969,54.734
168.255,52.537
174.492,53.026
170.563,58.658
182.797,60.521
174.128,57.377
170.311,55.546
171.462,60.207
174.712,56.759
170.379,51.965
166.279,59.562
176.525,55.934
164.27,54.436
176.085,60.742
163.572,55.25
172.642,46.82
173.152,50.955
169.856,47.744
170.964,61.183
173.387,59.855
166.034,57.64
175.129,56.632
171.466,51.454
163.303,54.406
166.531,58.774
174.379,58.33
171.873,47.218
168.815,57.061
176.834,62.667
178.184,65.249
172.739,62.109
174.885,59.179
178.684,56.526
165.15,60.906
171.673,60.179
172.627,61.348
163.153,56.232
182.44,65.199
173.756,56.623
185.235,70.42
173.389,56.54
181.154,58.129
175.376,64.736
165.579,52.503
170.042,55.264
175.81,61.712
166.457,54.749
164.882,48.781
168.679,47.276
168.936,58.895
175.233,57.814
178.791,64.334
170.873,60.945
173.416,56.238
167.987,56.655
177.397,62.637
175.877,56.807
176.511,48.855
172.762,62.842
170.537,57.303
171.013,55.538
170.741,53.076
170.707,55.688
180.901,60.402
159.039,57.85
167.783,50.95
174.31,50.328
168.71,58.216
171.862,55.704
172.396,56.971
176.36,64.759
169.974,48.98
170.376,59.519
168.621,55.885
169.879,53.687
178.156,61.248
165.219,58.586
172.574,66.62
166.866,57.436
166.869,56.1
172.885,53.751
166.565,57.567
176.565,62.256
172.746,60.002
167.568,51.315
174,53.29
174.391,57.017
164.862,58.372
169.847,55.063
171.338,46.115
179.261,61.833
166.383,51.304
172.817,63.254
178.934,60.132
169.772,50.462
168.614,46.209
173.576,56.201
176.31,62.454
172.281,61.028
175.759,62.982
169.116,53.505
167.305,59.928
172.527,57.931
171.856,51.822
175.282,61.547
172.794,50.282
172.486,51.227
172.461,46.517
179.799,72.207
168.477,58.76
180.858,64.06
172.408,58.845
167.501,52.643
177.487,57.355
167.108,52.022
178.368,59.319
174.903,53.102
172.706,58.001
170.402,58.537
174.902,56.587
167.815,54.255
178.85,62.404
173.391,56.182
177.824,57.068
166.854,56.855
180.208,53.551
178.828,69.143
172.546,56.173
170.793,59.275
171.297,60.058
172.663,62.315
177.021,60.943
174.955,54.769
168.221,53.347
164.451,51.314
180.703,66.652
167.576,51.422
176.36,72.382
166.102,56.712
173.93,57.787
171.93,56.92
177.237,53.755
187.592,61.638
174.388,55.643
174.965,60.265
169.52,61.812
172.834,57.251
164.73,51.735
170.281,54.513
166.535,54.305
173.058,60.791
166.757,56.906
183.448,62.884
172.543,57.236
178.895,61.492
172.935,62.538
177.461,57.144
174.52,54.796
174.202,63.345
169.359,55.375
177.704,58.761
168.402,62.135
167.043,47.342
175.544,61.489
169.872,50.532
171.118,66.911
177.641,68.167
177.325,60.289
169.065,63.754
180.236,59.09
175.767,57.785
178.529,60.667
177.727,65.894
177.624,60.623
170.788,57.209
170.875,53.05
168.863,58.222
173.852,54.47
169.919,51.989
165.854,59.988
175.426,59.885
172.779,61.271
177.868,51.599
167.207,53.136
178.334,68.23
174.119,64.878
168.087,59.879
171.098,61.119
177.751,55.341
166.366,55.676
170.756,49.244
170.894,60.088
168.337,54.833
170.697,53.325
177.722,60.403
178.643,62.646
171.708,59.097
178.12,53.201
167.118,48.555
172.495,58.121
169.181,51.749
168.556,52.715
176.205,56.437
175.488,59.583
172.817,62.358
169.478,57.604
166.619,50.044
169.078,56.846
174.094,56.556
182.385,61.812
176.316,55.992
172.503,57.433
169.242,63.935
177.821,57.694
170.722,61.142
177.793,61.535
178.926,64.674
177.78,57.311
180.626,59.665
173.811,57.387
182.204,55.58
173.357,60.807
183.219,54.782
175.491,59.928
167.704,59.926
166.069,57.159
170.888,53.546
175.231,57.274
175.251,54.532
169.558,46.947
167.87,50.903
174.508,54.21
164.399,48.194
176.609,54.454
181.154,70.938
175.905,60.014
177.835,59.819
183.031,67.484
173.989,58.398
170.706,49.807
171.266,55.19
171.168,61.796
174.789,69.986
166.53,52.919
174.919,55.917
171.785,58.222
161.659,51.893
175.567,64.703
178.288,56.411
174.313,49.627
174.198,62.244
169.63,54.116
171.918,55.603
174.751,64.998
169.483,52.678
171.932,54.537
170.807,53.372
179.836,59.775
177.328,58.375
171.245,53.597
172.995,63.743
176.585,62.85
168.775,56.022
168.934,47.13
173.422,55.715
171.477,59.631
173.312,55.345
175.768,58.09
173.293,61.498
176.977,52.681
175.65,60.705
171.315,57.762
181.405,66.044
167.69,64.325
171.646,57.958
163.827,63.511
178.3,57.492
171.479,56.053
169.566,53.95
168.571,59.987
167.562,57.429
171.389,62.757
167.264,52.133
170.494,55.622
175.54,62.815
164.529,51.441
174.69,57.117
176.694,58.415
169.842,62.087
171.328,64.621
169.432,57.548
176.428,59.268
172.31,54.404
171.832,62.22
175.327,61.163
172.855,56.824
165.135,51.54
172.083,58.342
170.947,49.974
176.716,76.614
168.832,57.651
171.135,55.167
167.719,55.851
172.432,57.316
169.172,56.256
172.031,54.154
168.171,56.712
175.881,57.201
174.491,50.235
169.423,54.497
180.77,61.172
166.208,69.135
170.825,59.137
172.847,56.057
179.028,61.124
175.346,58.738
166.163,53.519
175.127,62.058
174.63,48.803
176.639,61.389
168.517,56.052
177.615,66.334
169.312,57.954
174.124,55.914
167.549,55.497
176.502,53.997
168.512,62.134
173.446,55.882
173.728,57.165
167.027,50.533
173.638,60.679
175.795,60.895
170.741,52.005
174.396,56.52
173.853,50.001
178.707,57.051
181.673,62.491
172.569,63.878
177.91,57.688
163.934,58.973
168.102,57.807
173.006,56.241
176.553,68.749
181.524,61.426
172.187,59.441
164.717,54.931
168.923,62.287
177.972,65.513
177.299,52.929
178.16,59.722
170.75,60.523
182.825,62.562
176.073,61.873
171.232,56.096
172.924,59.378
173.057,61.993
178.754,59.148
178.605,60.228
166.508,54.92
164.214,53.635
177.123,55.341
171.943,55.143
178.32,53.637
163.746,54.641
176.9,60.921
176.007,59.452
175.225,54.916
170.997,50.129
176.928,60.892
177.579,67.298
180.183,58.771
175.045,49.598
174.126,59.431
169.584,55.235
180.079,62.901
185.665,61.137
175.835,65.718
161.673,52.804
168.819,58.77
173.621,56.079
171.631,56.267
169.753,61.382
176.858,64.787
172.87,57.095
171.559,60.952
176.03,52.893
171.169,58.408
181.5,60.992
173.965,58.149
167.237,56.946
175.898,60.452
163.866,46.698
172.273,57.56
167.256,53.556
179.505,55.572
170.468,56.465
171.691,62.786
168.486,52.745
177.528,63.431
168.619,64.538
170.441,56.677
168.755,51.275
167.949,54.57
170.193,60.539
162.974,46.191
171.008,61.565
170.035,55.21
175.482,64.683
178.923,60.226
172.492,56.806
168.95,54.142
171.161,58.184
172.985,54.796
171.497,49.84
173.439,49.27
172.194,58.013
173.506,54.909
168.147,51.598
167.255,64.504
174.805,61.199
175.167,61.602
175.363,60.532
164.869,55.956
163.927,54.881
182.246,63.139
170.003,59.895
166.478,58.657
164.697,41.589
170.14,58.911
168.002,53.821
179.877,65.784
175.043,68.894
169.333,45.424
179.024,62.358
177.577,61.385
169.289,53.744
175.294,66.086
168.303,52.236
174.994,54.046
180.907,59.866
174.462,56.482
177.544,61.226
174.497,52.564
177.428,61.62
161.141,50.814
162.853,60.318
182.246,59.836
168.141,61.377
166.954,57.453
183.311,62.318
168.878,57.664
176.053,56.268
172.795,54.159
167.583,41.34
181.098,64.558
181.646,57.886
174.246,58.372
173.187,61.575
177.498,68.801
172.568,59.809
177.3,55.796
165.599,53.314
172.314,57.556
174.013,62.48
165.478,52.18
170.062,54.644
173.379,61.794
172.812,67.526
163.946,50.422
181.669,57.894
176.733,62.401
169.784,58.885
174.2,55.864
176.558,66.493
171.442,61.373
170.7,58.444
171.868,61.956
177.894,55.507
174.986,53.46
174.902,61.299
173.747,64.89
176.575,62.468
176.883,61.164
173.42,61.167
166.604,55.71
163.469,54.577
171.798,61.397
176.467,62.103
175.093,60.424
167.602,60.453
171.848,56.394
174.74,65.48
169.734,60.629
174.58,49.786
168.502,55.603
171.381,44.881
172.027,61.064
165.611,52.951
181.587,61.429
165.71,51.482
177.782,63.325
165.564,55.025
177.959,60.838
174.286,56.716
173.122,56.625
161.244,53.248
181.088,64.604
178.092,65.221
174.852,64.105
178.201,51.58
176.776,60.602
167.215,55.528
181.173,61.375
173.25,64.919
182.557,60.87
176.156,58.42
172.569,64.481
177.087,62.848
164.27,51.336
165.949,53.757
171.356,65.301
180.544,70.235
169.317,61.299
172.122,49.804
170.767,56.371
171.276,60.891
177.164,59.222
173.076,58.261
175.108,60.404
176.158,61.801
177.455,63.651
176.068,61.653
167.462,47.694
173.796,57.634
167.491,54.638
173.179,52.096
178.46,58.869
167.782,47.252
172.052,59.557
165.85,57.242
173.139,54.92
175.146,63.547
173.204,58.558
176.71,57.207
177.86,62.262
175.637,53.128
178.417,54.846
179.477,64.665
171.327,57.05
165.191,51.744
178.964,60.318
170.467,54.691
173.34,62.213
169.567,47.709
174.576,52.695
161.166,53.521
176.081,60.542
175.444,56.151
179.097,65.001
170.926,53.417
176.122,64.362
171.043,61.812
168.517,54.655
163.558,56.863
169.358,51.241
183.81,61.041
173.352,50.289
166.452,55.415
171.722,59.106
174.462,56.424
174.272,58.737
180.141,64.256
176.059,56.151
174.158,59.09
174.344,57.574
168.564,61.635
175.249,51.66
171.362,55.372
172.224,56.071
181.681,52.878
184.134,69.99
169.183,55.775
180.519,62.945
168.49,68.091
180.778,58.73
175.353,62.733
176.147,62.383
172.856,57.271
181.597,60.187
175.415,52.264
173.323,50.112
172.549,54.538
174.129,58.96
171.638,56.986
168.56,53.193
179.734,60.576
170.452,59.46
163.866,57.9
171.395,54.777
170.773,63.902
172.701,65.307
171.343,55.122
169.694,54.961
167.893,56.562
167.946,56.239
164.361,59.01
175.299,54.267
171.355,62.417
181.887,62.459
175.485,59.342
172.254,52.472
179.684,58.214
163.666,54.07
179.87,63.3
164.864,58.704
173.49,57.447
173.767,60.213
168.534,45.163
170.867,56.436
169.259,54.502
165.123,38.171
171.941,56.354
178.478,58.354
168.128,54.856
166.692,57.393
181.838,61.492
174.114,49.244
174.048,55.31
168.188,49.521
166.906,51.553
183.487,72.236
168.994,62.977
171.267,57.041
163.417,55.938
173.475,63.423
175.653,58.182
176.554,60.02
167.015,51.177
170.748,70.56
167.646,52.565
172.299,52.363
181.424,62.673
175.086,51.126
173.382,60.494
165.734,50.867
169.166,62.392
176.484,55.576
168.257,49.066
165.244,63.146
177.545,54.315
176.023,67.584
183.077,57.715
167.632,53.594
174.936,61.175
174.361,54.556
171.848,59.362
175.646,58.026
177.95,64.151
181.377,61.219
175.349,66.831
168.997,47.348
172.005,56.246
171.793,59.031
168.747,54.61
173.111,53.365
174.797,56.202
179.558,63.544
167.776,56.19
183.941,65.087
170.006,53.334
166.465,53.582
171.556,57.914
172.118,61.688
168.009,51.251
169.427,53.251
165.334,60.649
173.972,59.438
165.523,42.681
171.468,57.892
167.049,45.408
170.538,56.415
171.064,63.343
174.361,58.442
177.652,56.797
170.954,56.128
174.705,66.659
167.953,51.437
168.411,53.11
175.732,57.996
169.948,53.819
174.506,56.479
180.56,67.1
166.436,55.716
168.162,52.579
169.346,48.752
174.567,62.077
169.428,54.652
164.837,53.855
173.259,58.685
179.07,60.708
169.297,57.649
174.023,61.469
173.876,64.77
174.278,50
172.163,52.843
174.288,58.897
178.888,64.625
166.243,48.969
179.572,54.125
170.892,50.524
168.851,58.717
165.327,56.628
169.07,53.928
167.254,58.688
176.422,60.345
178.531,65.35
166.066,59.608
168.889,40.847
171.279,61.217
174.786,56.644
159.836,43.37
176.214,61.361
164.425,50.737
175.202,64.817
176.2,60.308
166.712,50.019
173.572,58.816
165.233,55.419
174.51,55.342
169.284,67.954
172.513,61.544
162.56,58.246
175.031,57.842
172.298,52.827
183.259,73.214
167.466,54.082
168.537,55.196
173.098,59.164
167.273,56.29
167.282,57.207
171.73,50.426
172.077,59.406
171.294,53.823
173.234,58.899
171.268,57.629
175.435,63.786
172.144,62.709
170.482,58.803
177.03,63.874
159.201,46.5
170.842,59.011
177.851,63.428
170.944,60.828
177.247,65.537
175.159,55.883
174.925,58.642
171.603,49.894
165.317,59.17
170.631,53.099
177.233,56.878
176.713,62.26
177.319,60.248
176.391,50.791
176.515,63.6
171.997,60.411
181.286,55.975
172.58,50.482
181.074,61.024
173.401,58.284
174.997,57.704
172.014,56.171
176.667,57.519
165.819,59.02
165.243,53.883
176.721,57.075
187.843,65.807
164.266,59.737
171.239,61.526
185.009,64.985
168.553,66.671
178.349,61.018
172.132,61.457
173.271,56.167
178.056,63.451
171.691,53.461
178.117,60.001
163.982,58.36
175.74,64.593
163.033,49.076
172.279,63.084
172.167,50.907
173.044,52.251
169.964,55.523
176.663,48.571
170.418,51.679
181.259,56.406
180.764,62.234
176.178,60.339
166.7,52.901
171.459,69.463
180.502,61.765
168.891,53.345
177.75,61.352
168.578,54.715
166.949,58.85
170.75,62.698
176.986,58.4
169.96,50.601
173.385,58.108
165.061,53.967
172.897,47.456
174.28,61.898
168.409,59.973
173.694,64.355
167.48,59.02
175.932,65.289
177.438,59.946
170.404,57.718
160.527,48.395
185.271,56.974
178.764,68.775
169.247,53.751
184.172,63.962
181.28,56.715
174.64,62.835
176.858,54.495
173.137,53.433
169.766,55.295
178.262,70.852
172.374,52.061
180.601,59.082
186.9,64.169
173.557,61.042
168.774,55.099
170.656,53.742
171.432,55.49
168.62,54.119
170.832,54.925
176.05,61.834
173.096,53.175
173.041,52.296
168.619,61.6
171.854,57.671
176.74,51.915
171.362,57.025
169.016,54.936
170.694,64.809
172.553,48.236
165.025,51.41
176.699,60.259
178.586,64.152
176.83,62.828
166.601,47.127
172.278,54.291
172.817,54.32
173.212,56.953
173.358,52.303
173.837,55.148
168.519,68.151
174.207,62.591
174.128,63.977
180.437,58.79
163.773,55.681
164.039,55.633
178.132,53.324
164.861,56.73
175.251,56.396
171.751,52.441
176.865,63.802
167.779,50.654
181.165,57.606
172.359,62.698
176.427,61.576
169.287,57.857
165.044,50.021
172.408,55.464
183.675,61.862
170.537,60.722
163.671,51.91
169.342,53.45
174.231,57.987
181.553,58.856
174.32,56.855
171.781,54.61
177.96,57.269
171.303,56.005
172.804,52.284
171.372,58.727
175.08,49.897
170.992,52.488
172.839,60.613
172.487,61.835
177.019,56.206
174.313,59.186
174.876,67.184
169.155,55.951
173.109,60.407
174.404,49.916
175.808,56.207
171.094,58.765
172.917,47.43
168.98,60.765
178.873,61.907
170.379,60.189
168.742,57.3
172.688,51.965
181.031,71.79
172.839,55.859
184.432,64.63
164.3,52.476
173.821,44.317
170.871,56.945
174.648,62.616
173.978,52.715
175.906,68.783
174.684,57.982
165.547,50.507
173.269,53.934
170.943,54.509
172.366,52.153
167.641,54.5
169.323,54.551
171.707,58.522
175.305,57.022
167.036,50.444
169.258,57.678
173.013,59.034
169.429,57.751
178.38,65.537
168.363,57.404
181.876,63.938
174.814,61.419
177.767,62.653
173.487,58.86
169.294,53.934
161.311,58.689
176.776,61.961
164.831,56.355
171.904,58.879
169.434,52.751
170.459,46.595
177.566,63.818
171.987,55.587
171.602,54.056
163.08,46.969
180.343,61.382
174.782,49.591
172.587,48.972
173.27,59.541
168.089,56.799
174.496,65.373
174.511,49.542
176.818,56.815
177.17,55.527
181.51,67.325
176.181,50.363
171.205,49.551
177.319,54.104
178.998,63.58
169.52,64.847
162.337,47.928
172.388,62.01
169.797,52.98
167.827,52.522
173.956,60.388
182.301,64.213
171.599,62.403
168.359,60.871
173.834,54.063
170.371,52.408
179.34,55.331
174.991,61.335
177.501,60.864
175.098,62.557
165.474,53.447
174.457,62.003
171.619,53.423
174.597,66.079
175.167,53.933
174.108,55.139
172.349,55.116
165,57.839
174.21,58.541
172.531,50.196
176.182,53.734
180.109,66.373
175.991,60.112
175.426,54.348
169.182,49.765
175.756,53.557
176.349,58.28
178.039,57.694
163.832,46.796
166.931,52.514
167.785,51.139
158.506,53.724
185.191,67.321
168.204,59.752
167.568,58.715
172.276,55.343
180.764,68.907
166.276,46.159
175.064,65.27
174.189,62.195
174.091,63.893
168.089,59.675
180.092,64.92
176.341,52.025
171.51,48.662
170.431,49.945
169.778,55.185
